status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;Herkunft;Geschichte, Entstehung;Tradition;
active;BAS-LAT-002;BAS-00002-G-001;1;Empanada-Teig (Mais / Kolumbianisch);Grundteige;1;2 Tassen Masarepa (vorgekochtes gelbes Maismehl), 2.5 Tassen heisses Wasser, 1 EL Sazon (Gewürz/Farbe), 1 TL Salz, 1 EL Öl;Mischen: Masarepa, Salz und Sazon mischen. Heisses Wasser und Öl angiessen. Rühren und kurz kneten, bis der Teig weich und homogen ist. 15 Min abgedeckt ruhen lassen.;Mischen,Quellen;25 Min;BAS-00002-G-001-st1.jpg;Kolumbien;BAS-00002-G-001.jpg;Professional food photography, mixing yellow corn dough in a bowl;blurry, text, cartoon;Professional food photography, Ball of yellow corn masa dough and plastic sheets for pressing, rustic setting, ingredients for colombian empanadas, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors, cooked food;Masarepa (z.B. P.A.N. Mehl) ist Pflicht, keine Polenta!;Teig darf nicht rissig sein (sonst mehr Wasser).;Muss sofort verarbeitet werden.;Kolumbien;Basis für frittierte Empanadas und Arepas.;Der Teig ist glutenfrei und wird traditionell mit Lebensmittelfarbe oder Achiote gelb gefärbt.;
active;BAS-MEX-001;BAS-00003-G-001;1;Maistortillas (Original);Grundteige;1;250g Masa Harina (Nixtamalisiertes Maismehl), ca. 350ml warmes Wasser, 1/2 TL Salz;Teig: Mehl und Salz mischen. Wasser nach und nach zugeben. Mit den Händen kneten, bis die Konsistenz von weicher Knete erreicht ist (darf nicht an Händen kleben). 20 Min ruhen.;Kneten;30 Min;BAS-00003-G-001-st1.jpg;Mexiko;BAS-00003-G-001.jpg;Professional food photography, kneading corn masa dough by hand;blurry, text, cartoon;Professional food photography, Stack of fresh warm corn tortillas wrapped in a traditional cloth, tortilla press in background, rustic, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Wassertest: Eine kleine Kugel formen und plattdrücken. Wenn Ränder reissen -> zu trocken.;Masa Harina (z.B. Maseca) verwenden.;;;Mexiko;Das Grundnahrungsmittel Mexikos seit den Azteken.;Die Nixtamalisation (Kochen in Kalkwasser) macht den Mais erst nahrhaft und formbar.;
active;BAS-MEX-001;BAS-00003-G-001;1;Maistortillas (Original);Grundteige;2;Keine;Pressen & Backen: Kugeln formen (Golfball). In Tortillapresse zwischen zwei Plastikfolien plattdrücken. In heisser Pfanne ohne Fett ca. 1 Min pro Seite backen (sollte sich leicht aufblähen).;Pressen,Backen;30 Min;BAS-00003-G-001-st2.jpg;Mexiko;BAS-00003-G-001.jpg;Professional food photography, cooking tortilla on a dry cast iron comal;blurry, text, cartoon;Professional food photography, Stack of fresh warm corn tortillas wrapped in a traditional cloth, tortilla press in background, rustic, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Plastiktüte aufschneiden als Trennfolie (besser als Frischhaltefolie).;Sofort in ein Tuch wickeln zum Dämpfen (bleiben weich).;;;Mexiko;Das Grundnahrungsmittel Mexikos seit den Azteken.;Die Nixtamalisation (Kochen in Kalkwasser) macht den Mais erst nahrhaft und formbar.;
active;BAS-TEX-001;BAS-00004-G-001;1;Weizentortillas (TexMex);Grundteige;1;500g Weizenmehl, 1 TL Backpulver, 1 TL Salz, 80g Schmalz oder Öl, 250ml warmes Wasser;Teig: Mehl, Backpulver, Salz mischen. Fett einarbeiten (krümelig). Warmes Wasser dazu. Kneten bis elastisch (ca. 5-8 Min).;Mischen,Kneten;20 Min;BAS-00004-G-001-st1.jpg;USA/Texas;BAS-00004-G-001.jpg;Professional food photography, kneading elastic white flour dough;blurry, text, cartoon;Professional food photography, Stack of soft flour tortillas on a wooden board, flour dust, rolling pin, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Warmes Wasser entspannt das Gluten.;Backpulver macht sie fluffig (TexMex Style).;Teig muss glatt sein.;Nordmexiko / USA;In Nordmexiko und Texas wächst Weizen besser als Mais, daher diese Variante.;Basis für Burritos, Fajitas und Quesadillas. Sie sind grösser und elastischer als Maistortillas.;
active;BAS-TEX-001;BAS-00004-G-001;1;Weizentortillas (TexMex);Grundteige;2;Keine;Ruhen & Backen: Teigkugeln formen, 30 Min abgedeckt entspannen lassen (Wichtig!). Sehr dünn ausrollen. In heisser Pfanne trocken backen, bis sie Blasen werfen.;Rollen,Backen;45 Min;BAS-00004-G-001-st2.jpg;USA/Texas;BAS-00004-G-001.jpg;Professional food photography, rolling out flour tortilla very thin;blurry, text, cartoon;Professional food photography, Stack of soft flour tortillas on a wooden board, flour dust, rolling pin, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Ohne Ruhezeit zieht sich der Teig zurück.;Blasenbildung ist Qualitätsmerkmal.;Nicht zu lange backen (werden hart).;Nordmexiko / USA;In Nordmexiko und Texas wächst Weizen besser als Mais, daher diese Variante.;Basis für Burritos, Fajitas und Quesadillas. Sie sind grösser und elastischer als Maistortillas.;
active;ARG-EMP-001;ARG-00002-G-001;1;Empanada-Teig (Weizen / Argentinisch);Grundteige;1;500g Weizenmehl (Type 550), 100g Rinderschmalz (oder Butter), 1 TL Salz, 200ml warmes Wasser;Mischen & Kneten: Schmalz schmelzen. Mehl mit Salz mischen. Fett und Wasser in die Mitte geben. Zu einem glatten, geschmeidigen Teig kneten. (Nicht zu fest).;Kneten;20 Min;ARG-00002-G-001-st1.jpg;Argentinien;ARG-00002-G-001.jpg;Professional food photography, kneading smooth empanada dough ball on wooden table;blurry, text, cartoon;Professional food photography, Stack of raw empanada dough discs (tapas) separated by wax paper, flour dusted, rolling pin nearby, rustic wooden table, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors, cooked food;Rinderschmalz (Grasa) ist authentisch für den Geschmack.;Teig muss elastisch sein.;;;Argentinien;Basis für fast alle argentinischen Empanadas.;In Argentinien kauft man diese Scheiben oft fertig als "Tapas para Empanadas" im Supermarkt.;
active;ARG-EMP-001;ARG-00002-G-001;1;Empanada-Teig (Weizen / Argentinisch);Grundteige;2;Stärke (zum Ausrollen);Ruhen & Ausstechen: Teig 30 Min kühl stellen (wichtig!). Dünn ausrollen (ca. 2-3mm). Kreise ausstechen (10-12cm). Zwischen Folie stapeln.;Ausrollen,Ausstechen;40 Min;ARG-00002-G-001-st2.jpg;Argentinien;ARG-00002-G-001.jpg;Professional food photography, cutting circular dough discs from rolled out dough sheet;blurry, text, cartoon;Professional food photography, Stack of raw empanada dough discs (tapas) separated by wax paper, flour dusted, rolling pin nearby, rustic wooden table, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors, cooked food;Kühlen verhindert, dass sich der Teig beim Backen zusammenzieht.;Reste nur 1x neu verkneten.;;;Argentinien;Basis für fast alle argentinischen Empanadas.;In Argentinien kauft man diese Scheiben oft fertig als "Tapas para Empanadas" im Supermarkt.;
active;ARG-REZ-001;ARG-00002-R-001;1;Empanadas Mendocinas (Gericht mit Rind);Hauptgericht;1;12 Scheiben Empanada-Teig (ARG-00002-G-001), 500g Rindfleisch (Handgeschnitten), 500g Zwiebeln, Gewürze;Füllung (Pino) vorbereiten: Zwiebeln dünsten, Fleisch dazu. Würzen (Cumin, Paprika). Abkühlen lassen. Eier/Oliven unterheben.;Kochen;40 Min;ARG-00002-R-001-st1.jpg;Argentinien;ARG-00002-R-001.jpg;Professional food photography, beef filling with onions and egg in a bowl;blurry, text, cartoon;Professional food photography, Platter of baked Argentine Empanadas, golden crust, Chimichurri side, red wine, rustic style, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Füllung am Vortag machen.;Muss kalt sein zum Füllen.;;;Argentinien;Klassiker aus der Provinz Mendoza.;;
active;ARG-REZ-001;ARG-00002-R-001;1;Empanadas Mendocinas (Gericht mit Rind);Hauptgericht;2;Eigelb zum Bestreichen;Füllen & Backen: Füllung auf Teigscheiben. Zuklappen, Rand kordeln (Repulgue). Bestreichen. Bei 220°C backen (20 Min).;Füllen,Backen;30 Min;ARG-00002-R-001-st2.jpg;Argentinien;ARG-00002-R-001.jpg;Professional food photography, folding and crimping empanadas;blurry, text, cartoon;Professional food photography, Platter of baked Argentine Empanadas, golden crust, Chimichurri side, red wine, rustic style, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Kordelrand hält Saft drinnen.;Ofen heiss vorheizen.;;;Argentinien;Klassiker aus der Provinz Mendoza.;;
active;COL-EMP-001;COL-00001-G-001;1;Empanada-Teig (Mais / Kolumbianisch);Grundteige;1;2 Tassen Masarepa (vorgekochtes gelbes Maismehl), 2.5 Tassen heisses Wasser, 1 EL Sazon (Gewürz/Farbe), 1 TL Salz, 1 EL Öl;Mischen: Masarepa, Salz und Sazon mischen. Heisses Wasser und Öl angiessen. Rühren und kurz kneten, bis der Teig weich und homogen ist. 15 Min abgedeckt ruhen lassen.;Mischen,Quellen;25 Min;COL-00001-G-001-st1.jpg;Kolumbien;COL-00001-G-001.jpg;Professional food photography, mixing yellow corn dough in a bowl;blurry, text, cartoon;Professional food photography, Ball of yellow corn masa dough and plastic sheets for pressing, rustic setting, ingredients for colombian empanadas, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors, cooked food;Masarepa (z.B. P.A.N. Mehl) ist Pflicht, keine Polenta!;Teig darf nicht rissig sein (sonst mehr Wasser).;Muss sofort verarbeitet werden.;Kolumbien;Basis für frittierte Empanadas und Arepas.;Der Teig ist glutenfrei und wird traditionell mit Lebensmittelfarbe oder Achiote gelb gefärbt.;
active;COL-REZ-001;COL-00001-R-001;1;Empanadas Colombianas (Frittiert);Streetfood;1;Maisteig (COL-00001-G-001), gekochte Kartoffeln, Hogao (Tomatensauce), Rindfleisch gezupft;Füllen: Maisteig-Kugel auf Plastikfolie flachdrücken. Füllung (Kartoffel/Fleisch/Hogao) mittig. Mit Folie zuklappen. Halbmond formen.;Füllen,Formen;20 Min;COL-00001-R-001-st1.jpg;Kolumbien;COL-00001-R-001.jpg;Professional food photography, forming empanada with plastic sheet aid;blurry, text, cartoon;Professional food photography, Colombian Empanadas, crispy fried yellow corn crust, served with Aji salsa and lime, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Folie ist essentiell bei Maisteig.;Ränder gut drücken.;;;Kolumbien;Beliebter Snack zu jeder Tageszeit.;;
active;COL-REZ-001;COL-00001-R-001;1;Empanadas Colombianas (Frittiert);Streetfood;2;Öl zum Frittieren;Frittieren: In heissem Öl schwimmend ausbacken, bis sie knusprig und goldgelb sind.;Frittieren;15 Min;COL-00001-R-001-st2.jpg;Kolumbien;COL-00001-R-001.jpg;Professional food photography, frying empanadas in oil pot;blurry, text, cartoon;Professional food photography, Colombian Empanadas, crispy fried yellow corn crust, served with Aji salsa and lime, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Sehr heiss servieren.;Dazu Aji (scharfe Sauce).;;;Kolumbien;Beliebter Snack zu jeder Tageszeit.;;
active;MEX-TAC-001;MEX-00001-G-001;1;Maistortillas (Original);Grundteige;1;250g Masa Harina (Nixtamalisiertes Maismehl), ca. 350ml warmes Wasser, 1/2 TL Salz;Teig: Mehl und Salz mischen. Wasser nach und nach zugeben. Mit den Händen kneten, bis die Konsistenz von weicher Knete erreicht ist (darf nicht an Händen kleben). 20 Min ruhen.;Kneten;30 Min;MEX-00001-G-001-st1.jpg;Mexiko;MEX-00001-G-001.jpg;Professional food photography, kneading corn masa dough by hand;blurry, text, cartoon;Professional food photography, Stack of fresh warm corn tortillas wrapped in a traditional cloth, tortilla press in background, rustic, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Wassertest: Eine kleine Kugel formen und plattdrücken. Wenn Ränder reissen -> zu trocken.;Masa Harina (z.B. Maseca) verwenden.;;;Mexiko;Das Grundnahrungsmittel Mexikos seit den Azteken.;Die Nixtamalisation (Kochen in Kalkwasser) macht den Mais erst nahrhaft und formbar.;
active;MEX-TAC-001;MEX-00001-G-001;1;Maistortillas (Original);Grundteige;2;Keine;Pressen & Backen: Kugeln formen (Golfball). In Tortillapresse zwischen zwei Plastikfolien plattdrücken. In heisser Pfanne ohne Fett ca. 1 Min pro Seite backen (sollte sich leicht aufblähen).;Pressen,Backen;30 Min;MEX-00001-G-001-st2.jpg;Mexiko;MEX-00001-G-001.jpg;Professional food photography, cooking tortilla on a dry cast iron comal;blurry, text, cartoon;Professional food photography, Stack of fresh warm corn tortillas wrapped in a traditional cloth, tortilla press in background, rustic, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Plastiktüte aufschneiden als Trennfolie (besser als Frischhaltefolie).;Sofort in ein Tuch wickeln zum Dämpfen (bleiben weich).;;;Mexiko;Das Grundnahrungsmittel Mexikos seit den Azteken.;Die Nixtamalisation (Kochen in Kalkwasser) macht den Mais erst nahrhaft und formbar.;
active;MEX-REZ-001;MEX-00001-R-001;1;Tacos al Pastor (Gericht);Streetfood;1;12 Maistortillas (MEX-00001-G-001), Mariniertes Schweinefleisch, Ananas, Zwiebeln, Koriander;Zubereitung: Fleisch braten/grillen. Tortillas in Pfanne erwärmen. Fleisch darauf, mit Ananasstückchen, Zwiebeln und Koriander toppen.;Braten,Belegen;20 Min;MEX-00001-R-001-st1.jpg;Mexiko;MEX-00001-R-001.jpg;Professional food photography, taco assembly with pork and pineapple;blurry, text, cartoon;Professional food photography, Tacos al Pastor on soft corn tortillas, pork, pineapple, cilantro, lime wedges, rustic board, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Tortillas müssen weich und warm sein.;Limettensaft ist Pflicht.;;;Mexiko;Einfluss libanesischer Einwanderer (Shawarma -> Pastor).;;
active;USA-TEX-001;USA-00001-G-001;1;Weizentortillas (TexMex);Grundteige;1;500g Weizenmehl, 1 TL Backpulver, 1 TL Salz, 80g Schmalz oder Öl, 250ml warmes Wasser;Teig: Mehl, Backpulver, Salz mischen. Fett einarbeiten (krümelig). Warmes Wasser dazu. Kneten bis elastisch (ca. 5-8 Min).;Mischen,Kneten;20 Min;USA-00001-G-001-st1.jpg;USA/Texas;USA-00001-G-001.jpg;Professional food photography, kneading elastic white flour dough;blurry, text, cartoon;Professional food photography, Stack of soft flour tortillas on a wooden board, flour dust, rolling pin, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Warmes Wasser entspannt das Gluten.;Backpulver macht sie fluffig (TexMex Style).;Teig muss glatt sein.;Nordmexiko / USA;In Nordmexiko und Texas wächst Weizen besser als Mais, daher diese Variante.;Basis für Burritos, Fajitas und Quesadillas. Sie sind grösser und elastischer als Maistortillas.;
active;USA-TEX-001;USA-00001-G-001;1;Weizentortillas (TexMex);Grundteige;2;Keine;Ruhen & Backen: Teigkugeln formen, 30 Min abgedeckt entspannen lassen (Wichtig!). Sehr dünn ausrollen. In heisser Pfanne trocken backen, bis sie Blasen werfen.;Rollen,Backen;45 Min;USA-00001-G-001-st2.jpg;USA/Texas;USA-00001-G-001.jpg;Professional food photography, rolling out flour tortilla very thin;blurry, text, cartoon;Professional food photography, Stack of soft flour tortillas on a wooden board, flour dust, rolling pin, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Ohne Ruhezeit zieht sich der Teig zurück.;Blasenbildung ist Qualitätsmerkmal.;Nicht zu lange backen (werden hart).;Nordmexiko / USA;In Nordmexiko und Texas wächst Weizen besser als Mais, daher diese Variante.;Basis für Burritos, Fajitas und Quesadillas. Sie sind grösser und elastischer als Maistortillas.;
active;USA-REZ-001;USA-00001-R-001;1;Fajitas (Rind);TexMex;1;8 Weizentortillas (USA-00001-G-001), Skirt Steak (mariniert), Paprika, Zwiebeln;Zubereitung: Steak und Gemüse in heisser Gusspfanne scharf anbraten (sizzling). Mit warmen Tortillas, Guacamole und Sauerrahm servieren. Selbstrollen am Tisch.;Grillen,Servieren;20 Min;USA-00001-R-001-st1.jpg;USA/Texas;USA-00001-R-001.jpg;Professional food photography, sizzling fajita skillet with meat and peppers;blurry, text, cartoon;Professional food photography, Sizzling Beef Fajitas skillet, side of flour tortillas, guacamole, sour cream, festive setting, 8k, photorealistic;blurry, text, cartoon, illustration, low quality, neon colors;Pfanne muss zischen.;Fleisch gegen die Faser schneiden.;;;USA (Texas);Ursprüngliches Cowboy-Essen.;;active;ITA-LM-001;ITA-00001-B-001;1;Levito Madre (Neuzucht);Treibmittel;1;200g Weizenmehl (starkes Mehl, viel Protein), 100g Wasser, 1 EL Honig (oder geriebener Apfel);Start (Tag 1): Mische das Mehl, Wasser und den "Starter" (Honig/Apfel liefert wilde Hefen) zu einer festen Teigkugel. Einritzen (Kreuz). In ein hohes, schmales Glas geben, mit Tuch abdecken. 48h bei Raumtemperatur (22-25°C) stehen lassen.;Mischen;10 Min;ITA-00001-B-001-st1.jpg;Italien;ITA-00001-B-001.jpg;Professional food photography, mixing flour water and honey in a bowl to start sourdough, sticky dough ball;blurry, text, cartoon;Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, 8k, photorealistic;blurry, text, dead, moldy, liquid;Honig hilft beim Startschuss (Futter).;Glas muss hoch sein, Masse verdoppelt sich.;Sauber arbeiten!;Italien;Die "Mutterhefe" ist das Herzstück italienischer Backkunst (Panettone).;Wird oft vererbt und wie ein Haustier behandelt. Hydration ist typischerweise 50% (fest).;
active;ITA-LM-001;ITA-00001-B-001;1;Levito Madre (Neuzucht);Treibmittel;2;100g vom Ansatz (Tag 1), 100g Mehl, 50g Wasser;Erste Fütterung (Tag 3): Nimm 100g vom alten Teig (den Rest entsorgen oder als 'Auffrischrest' verbacken). Mische ihn mit frischem Mehl und Wasser. Gut kneten, kugeln, einschneiden. Wieder ins saubere Glas. 24h warten.;Füttern;10 Min;ITA-00001-B-001-st2.jpg;Italien;ITA-00001-B-001.jpg;Professional food photography, discarding half of sourdough starter and adding fresh flour, feeding process;blurry, text, cartoon;Professional food photography, strong active Levito Madre (stiff sourdough starter) in a tall glass jar, honeycomb structure visible from side, cross cut on top opened up like a flower, bubbling, 8k, photorealistic;blurry, text, dead, moldy, liquid;Geruch sollte säuerlich-fruchtig sein (Joghurt/Apfel).;Nicht faulig!;Teig muss fest sein (wie Knete).;Italien;Die "Mutterhefe" ist das Herzstück italienischer Backkunst (Panettone).;Wird oft vererbt und wie ein Haustier behandelt. Hydration ist typischerweise 50% (fest).;
